1394519239,/u1,sda5,432631,26797,405835,7
1394519239,/u2,md127,1220365,80876,1139489,7
1394519239,/,sda1,19558,5528,13031,30
1394519299,/u1,sda5,432631,26797,405835,7
1394519299,/u2,md127,1220365,80876,1139489,7
1394519299,/,sda1,19558,5528,13031,30
1394519359,/u1,sda5,432631,26797,405835,7
1394519359,/u2,md127,1220365,80876,1139489,7
1394519359,/,sda1,19558,5528,13031,30
1394519419,/u1,sda5,432631,26797,405835,7
1394519419,/u2,md127,1220365,80876,1139489,7
1394519419,/,sda1,19558,5528,13031,30
1394519479,/u1,sda5,432631,26797,405835,7
1394519479,/u2,md127,1220365,80875,1139490,7
1394519479,/,sda1,19558,5528,13031,30
1394519539,/u1,sda5,432631,26797,405835,7
1394519539,/u2,md127,1220365,80876,1139490,7
1394519539,/,sda1,19558,5528,13031,30
1394519599,/u1,sda5,432631,26797,405835,7
1394519599,/u2,md127,1220365,80876,1139490,7
1394519599,/,sda1,19558,5528,13031,30
1394519659,/u1,sda5,432631,26797,405835,7
1394519659,/u2,md127,1220365,80876,1139490,7
1394519659,/,sda1,19558,5528,13031,30
1394519719,/u1,sda5,432631,26797,405835,7
1394519719,/u2,md127,1220365,80876,1139490,7
1394519719,/,sda1,19558,5528,13031,30
1394519779,/u1,sda5,432631,26797,405835,7
1394519779,/u2,md127,1220365,80876,1139490,7
1394519779,/,sda1,19558,5528,13031,30
1394519839,/u1,sda5,432631,26797,405835,7
1394519839,/u2,md127,1220365,80876,1139490,7
1394519839,/,sda1,19558,5528,13031,30
1394519899,/u1,sda5,432631,26797,405835,7
1394519899,/u2,md127,1220365,80876,1139490,7
1394519899,/,sda1,19558,5528,13031,30
1394519959,/u1,sda5,432631,26797,405835,7
1394519959,/u2,md127,1220365,80876,1139490,7
1394519959,/,sda1,19558,5528,13031,30
1394520019,/u1,sda5,432631,26797,405835,7
1394520019,/u2,md127,1220365,80876,1139490,7
1394520019,/,sda1,19558,5528,13031,30
1394520079,/u1,sda5,432631,26797,405835,7
1394520079,/u2,md127,1220365,80876,1139490,7
1394520079,/,sda1,19558,5528,13031,30
1394520139,/u1,sda5,432631,26797,405835,7
1394520139,/u2,md127,1220365,80876,1139490,7
1394520139,/,sda1,19558,5528,13031,30
1394520199,/u1,sda5,432631,26797,405835,7
1394520199,/u2,md127,1220365,80876,1139490,7
1394520199,/,sda1,19558,5528,13031,30
1394520259,/u1,sda5,432631,26797,405835,7
1394520259,/u2,md127,1220365,80876,1139490,7
1394520259,/,sda1,19558,5528,13031,30
1394520319,/u1,sda5,432631,26797,405835,7
1394520319,/u2,md127,1220365,80876,1139490,7
1394520319,/,sda1,19558,5528,13031,30
1394520379,/u1,sda5,432631,26797,405835,7
1394520379,/u2,md127,1220365,80876,1139490,7
1394520379,/,sda1,19558,5528,13031,30
1394520439,/u1,sda5,432631,26797,405835,7
1394520439,/u2,md127,1220365,80876,1139490,7
1394520439,/,sda1,19558,5528,13031,30
1394520499,/u1,sda5,432631,26797,405835,7
1394520499,/u2,md127,1220365,80876,1139490,7
1394520499,/,sda1,19558,5528,13031,30
1394520559,/u1,sda5,432631,26797,405835,7
1394520559,/u2,md127,1220365,80876,1139490,7
1394520559,/,sda1,19558,5528,13031,30
1394520619,/u1,sda5,432631,26797,405835,7
1394520619,/u2,md127,1220365,80876,1139490,7
1394520619,/,sda1,19558,5528,13031,30
1394520679,/u1,sda5,432631,26797,405835,7
1394520679,/u2,md127,1220365,80876,1139490,7
1394520679,/,sda1,19558,5528,13031,30
1394520739,/u1,sda5,432631,26797,405835,7
1394520739,/u2,md127,1220365,80876,1139490,7
1394520739,/,sda1,19558,5528,13031,30
1394520799,/u1,sda5,432631,26797,405835,7
1394520799,/u2,md127,1220365,80876,1139490,7
1394520799,/,sda1,19558,5528,13031,30
1394520859,/u1,sda5,432631,26797,405835,7
1394520859,/u2,md127,1220365,80876,1139490,7
1394520859,/,sda1,19558,5528,13031,30
1394520919,/u1,sda5,432631,26797,405835,7
1394520919,/u2,md127,1220365,80876,1139490,7
1394520919,/,sda1,19558,5528,13031,30
1394520979,/u1,sda5,432631,26797,405835,7
1394520979,/u2,md127,1220365,80876,1139490,7
1394520979,/,sda1,19558,5528,13031,30
1394521039,/u1,sda5,432631,26797,405835,7
1394521039,/u2,md127,1220365,80876,1139490,7
1394521039,/,sda1,19558,5528,13031,30
1394521099,/u1,sda5,432631,26797,405835,7
1394521099,/u2,md127,1220365,80876,1139490,7
1394521099,/,sda1,19558,5528,13031,30
1394521159,/u1,sda5,432631,26797,405835,7
1394521159,/u2,md127,1220365,80876,1139490,7
1394521159,/,sda1,19558,5528,13031,30
1394521219,/u1,sda5,432631,26797,405835,7
1394521219,/u2,md127,1220365,80876,1139490,7
1394521219,/,sda1,19558,5528,13031,30
1394521279,/u1,sda5,432631,26797,405835,7
1394521279,/u2,md127,1220365,80876,1139490,7
1394521279,/,sda1,19558,5528,13031,30
1394521339,/u1,sda5,432631,26797,405835,7
1394521339,/u2,md127,1220365,80876,1139490,7
1394521339,/,sda1,19558,5528,13031,30
1394521399,/u1,sda5,432631,26797,405835,7
1394521399,/u2,md127,1220365,80876,1139490,7
1394521399,/,sda1,19558,5528,13031,30
1394521459,/u1,sda5,432631,26797,405835,7
1394521459,/u2,md127,1220365,80876,1139490,7
1394521459,/,sda1,19558,5528,13031,30
1394521519,/u1,sda5,432631,26797,405835,7
1394521519,/u2,md127,1220365,80876,1139490,7
1394521519,/,sda1,19558,5528,13031,30
1394521579,/u1,sda5,432631,26797,405835,7
1394521579,/u2,md127,1220365,80876,1139490,7
1394521579,/,sda1,19558,5528,13031,30
1394521639,/u1,sda5,432631,26797,405835,7
1394521639,/u2,md127,1220365,80876,1139490,7
1394521639,/,sda1,19558,5528,13031,30
1394521699,/u1,sda5,432631,26797,405835,7
1394521699,/u2,md127,1220365,80876,1139490,7
1394521699,/,sda1,19558,5528,13031,30
1394521759,/u1,sda5,432631,26797,405835,7
1394521759,/u2,md127,1220365,80876,1139490,7
1394521759,/,sda1,19558,5528,13031,30
1394521819,/u1,sda5,432631,26797,405835,7
1394521819,/u2,md127,1220365,80876,1139490,7
1394521819,/,sda1,19558,5528,13031,30
1394521879,/u1,sda5,432631,26797,405835,7
1394521879,/u2,md127,1220365,80876,1139490,7
1394521879,/,sda1,19558,5528,13031,30
1394521939,/u1,sda5,432631,26797,405835,7
1394521939,/u2,md127,1220365,80876,1139490,7
1394521939,/,sda1,19558,5528,13031,30
1394521999,/u1,sda5,432631,26797,405835,7
1394521999,/u2,md127,1220365,80876,1139490,7
1394521999,/,sda1,19558,5528,13031,30
1394522059,/u1,sda5,432631,26797,405835,7
1394522059,/u2,md127,1220365,81132,1139234,7
1394522059,/,sda1,19558,5528,13031,30
1394522119,/u1,sda5,432631,26797,405835,7
1394522119,/u2,md127,1220365,81132,1139234,7
1394522119,/,sda1,19558,5528,13031,30
1394522179,/u1,sda5,432631,26797,405835,7
1394522179,/u2,md127,1220365,81132,1139234,7
1394522179,/,sda1,19558,5528,13031,30
1394522239,/u1,sda5,432631,26797,405835,7
1394522239,/u2,md127,1220365,81132,1139234,7
1394522239,/,sda1,19558,5528,13031,30
1394522299,/u1,sda5,432631,26797,405835,7
1394522299,/u2,md127,1220365,81132,1139234,7
1394522299,/,sda1,19558,5528,13031,30
1394522359,/u1,sda5,432631,26797,405835,7
1394522359,/u2,md127,1220365,81132,1139234,7
1394522359,/,sda1,19558,5528,13031,30
1394522419,/u1,sda5,432631,26797,405835,7
1394522419,/u2,md127,1220365,81132,1139234,7
1394522419,/,sda1,19558,5528,13031,30
1394522479,/u1,sda5,432631,26797,405835,7
1394522479,/u2,md127,1220365,81132,1139234,7
1394522479,/,sda1,19558,5528,13031,30
1394522539,/u1,sda5,432631,26797,405835,7
1394522539,/u2,md127,1220365,81131,1139234,7
1394522539,/,sda1,19558,5528,13031,30
1394522599,/u1,sda5,432631,26797,405835,7
1394522599,/u2,md127,1220365,81131,1139234,7
1394522599,/,sda1,19558,5528,13031,30
1394522660,/u1,sda5,432631,26797,405835,7
1394522660,/u2,md127,1220365,81132,1139234,7
1394522660,/,sda1,19558,5528,13031,30
1394522720,/u1,sda5,432631,26797,405835,7
1394522720,/u2,md127,1220365,81132,1139234,7
1394522720,/,sda1,19558,5528,13031,30
1394522780,/u1,sda5,432631,26797,405835,7
1394522780,/u2,md127,1220365,81132,1139234,7
1394522780,/,sda1,19558,5528,13031,30
1394522840,/u1,sda5,432631,26797,405835,7
1394522840,/u2,md127,1220365,81132,1139234,7
1394522840,/,sda1,19558,5528,13031,30
1394522900,/u1,sda5,432631,26797,405835,7
1394522900,/u2,md127,1220365,81132,1139234,7
1394522900,/,sda1,19558,5528,13031,30
1394522960,/u1,sda5,432631,26797,405835,7
1394522960,/u2,md127,1220365,81132,1139234,7
1394522960,/,sda1,19558,5528,13031,30
1394523020,/u1,sda5,432631,26797,405835,7
1394523020,/u2,md127,1220365,81132,1139234,7
1394523020,/,sda1,19558,5528,13031,30
1394523080,/u1,sda5,432631,26797,405835,7
1394523080,/u2,md127,1220365,81132,1139234,7
1394523080,/,sda1,19558,5528,13031,30
1394523140,/u1,sda5,432631,26797,405835,7
1394523140,/u2,md127,1220365,81132,1139234,7
1394523140,/,sda1,19558,5528,13031,30
1394523200,/u1,sda5,432631,26797,405835,7
1394523200,/u2,md127,1220365,81132,1139234,7
1394523200,/,sda1,19558,5528,13031,30
1394523260,/u1,sda5,432631,26797,405835,7
1394523260,/u2,md127,1220365,81132,1139234,7
1394523260,/,sda1,19558,5528,13031,30
1394523320,/u1,sda5,432631,26797,405835,7
1394523320,/u2,md127,1220365,81132,1139234,7
1394523320,/,sda1,19558,5528,13031,30
1394523380,/u1,sda5,432631,26797,405835,7
1394523380,/u2,md127,1220365,81132,1139234,7
1394523380,/,sda1,19558,5528,13031,30
1394523440,/u1,sda5,432631,26797,405835,7
1394523440,/u2,md127,1220365,81132,1139234,7
1394523440,/,sda1,19558,5528,13031,30
1394523500,/u1,sda5,432631,26797,405835,7
1394523500,/u2,md127,1220365,81132,1139234,7
1394523500,/,sda1,19558,5528,13031,30
1394523560,/u1,sda5,432631,26797,405835,7
1394523560,/u2,md127,1220365,81132,1139234,7
1394523560,/,sda1,19558,5528,13031,30
1394523620,/u1,sda5,432631,26797,405835,7
1394523620,/u2,md127,1220365,81132,1139234,7
1394523620,/,sda1,19558,5528,13031,30
1394523680,/u1,sda5,432631,26797,405835,7
1394523680,/u2,md127,1220365,81132,1139234,7
1394523680,/,sda1,19558,5528,13031,30
1394523740,/u1,sda5,432631,26797,405835,7
